crime type,region,data
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
public-order,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
robbery,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
shoplifting,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
theft-from-the-person,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
vehicle-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
violent-crime,North West,2017-01
